source,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,url
eigenLab,2018-11-28,"Anche oggi, siamo ancora qui, più di ieri, meno di domani, diviso dopodomani, per profanare il decoro a suon di pranzi e giornalini! Come ogni mercoledi torna il pranzo sociale di eigenlab, oggi abbiamo zuppa calda preparata al momento accompagnata da parmigiano e salame straight outta Parma!  Ci sarà anche il caltagironico Corriere Del Diffidato, con in anteprima speciale per voi il freschissimo secondo numero! Vieni a mangiare con noi! Siamo già in casottino!",16,16,,,,,,,https://mbasic.facebook.com/eigen.lab.1?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001543500177%3A04611686018427387904%3A09223372036854775797%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001543500177%3A04611686018427387904%3A09223372036854775797%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBi0Ba8m-nHyYUR
eigenLab,2018-11-19,"Hey tu! Si dico proprio a te! Sei uno studente? Sei indecoroso? Ti piace la libera cultura? Smetti di essere ""braccia levate all'agricoltura"" e vieni a zappare con noi oggi! Non dare adito a queste retoriche :D Ci vediamo dalle 13 nel tuo orticello preferito!",24,22,,2,,,,,https://mbasic.facebook.com/eigen.lab.1?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001543500177%3A04611686018427387904%3A09223372036854775797%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001543500177%3A04611686018427387904%3A09223372036854775797%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBi0Ba8m-nHyYUR
eigenLab,2018-11-29,"Sempre più spesso, nella sempre maggiore pubblicità a cui veniamo sottoposti tutti i giorni, la necessità di un nuovo acquisto viene propinata alle masse sotto gli slogan dell'ecologia.  Ma comprare l'ennesima lavatrice leggermente migliore di quella precedente ""pagabile-comodamente-a-rate-etcetera"" non si può propriamente definire resistenza, e questo chi conosce un minimo il concetto di giustizia climatica lo sa bene.  Lo sanno sicuramente benissimo i compagni e le compagne di Ende Gelaende, movimento di disobbedienza civile che basa le sue lotte su di esso e che si è attivato subito quando l'industria RWE ha ben pensato di disboscare la foresta di Hambach per estrarre carbone. Armati di tende, sacchi a pelo e tenacia una marea di persone ha infatti letteralmente occupato la foresta per difenderla da quello che nel 2018 è un atto folle: distruggere una culla di biodiversità.per attingere a una fonte di energia retrograda. Siamo lieti e liete di annunciare che tra liuti e flauti saranno con noi a raccontarci la storia di queste occupazioni due attivisti di questi movimenti nella foresta! Non perdetevi una serata all'insegna di musica, resistenza e amore per gli alberi ♥ Ci.vediamo il 6 dicembre ad eXploit!",11,9,,2,,,,,https://mbasic.facebook.com/eigen.lab.1?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001544100990%3A04611686018427387904%3A09223372036854775802%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001544100990%3A04611686018427387904%3A09223372036854775802%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBi0Ba8m-nHyYUR
eigenLab,2018-10-30,"PRANZO SOCIALE Il maltempo sembra essere finito, quindi anche domani ci sarà il pranzo in casottino! Troverete: pasta ai ceci e rosmarino dell' eigenOrto, pane e marmellata fatti in casa, caffe, tisane, the marocchino e le copie del Corriere Del Diffidato;)  A domani!",22,19,,3,,,,,https://mbasic.facebook.com/eigen.lab.1?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001542199550%3A04611686018427387904%3A09223372036854775792%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001542199550%3A04611686018427387904%3A09223372036854775792%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBi0Ba8m-nHyYUR
eigenLab,2018-11-06,"IL PRANZO DEL MERCOLEDÌ Torna il bel tempo e torna anche il pranzo del mercoledì in casottino!  Tante buoni piatti per pranzare insieme, la maggior parte realizzati con i frutti dell'orto urbano autogestito che si affaccia proprio li dietro, e anche per far compagnia a chi il pranzo se l'è portato da casa! Ci saranno anche gli amici e le amiche del Corriere Del Diffidato e pubblicizzeremo l'evento Nautilus - Verso il Festival dei Saperi Sommersi. che si terrà venerdì 9 novembre al polo Carmignani per concludersi con una grande festa! Inoltre non mancano i dolci ed il buon caffè!  Vi aspettiamo! Qui il menù: - Pasta al sugo con le melanzane dell'eigenOrto (le ultime di stagione) - Pane con il caciocavallo - Dolci & Caffè",16,15,,1,,,,,https://mbasic.facebook.com/eigen.lab.1?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001542199550%3A04611686018427387904%3A09223372036854775792%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001542199550%3A04611686018427387904%3A09223372036854775792%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBi0Ba8m-nHyYUR
eigenLab,2018-10-23,PRANZO SOCIALE  Anche questo mercoledì ci sarà il pranzo in casottino per goderci insieme il giardino e riuscire a fare una piacevole pausa pranzo  tra una lezione e l' altra. Ci sarà:  Risotto al melograno ( Non quelli della pacinotti perchè li ha gia presi tutti Pino) Bruschette con i pomodori dell' orto  Crostate con marmellate fatte in casa e un sacco di caffè :)  A domani!,23,21,,2,,,,,https://mbasic.facebook.com/eigen.lab.1?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001542199550%3A04611686018427387904%3A09223372036854775792%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001542199550%3A04611686018427387904%3A09223372036854775792%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBi0Ba8m-nHyYUR
eigenLab,2018-11-10,"NAUTILUS Ovvero della legittimità di offrire un'alternativa.  O della necessità di proporre un modello di cultura autogestita, o ancora della bellezza di ballare nel rispetto del prossimo immergendosi in un luogo sicuro in cui spazio e tempo si mischiano in una bolla che oscilla seguendo un beat. Questo e tanto altro è stato Nautilus, autogestione della parte inutilizzata del polo Carmignani diventata poi occupazione dell'intera struttura a partire dall'orario di chiusura di questa. Il percorso dei famigerati diffidati non si ferma, dopo la partecipatissima street anti-ordinanze #sederiliberi arriva un'altra forte risposta della comunità studentesca, determinata a manifestare il proprio dissenso e disagio contro la sempre maggiore repressione che sperimenta sulla propria pelle tutti i giorni. Venerdì 9 novembre abbiamo ancora una volta fatto esperienza della forza e benessere che derivano da una collettività che si esprime e che condivide la propria cultura, imponendo la propria libertà. Non ci sarà rettore, sindaco, vigilante, militare, carabiniere, poliziotto o qualsivoglia elemento dal cervello lavato che fermerà il nostro percorso. Senza perdere la leggerezza ovviamente, modificando un po' il titolo di un famoso libro. Idropulite quello che volete, noi c'abbiamo i sommergibili ;)#NAUTILUS  Ovvero della legittimità di offrire un'alternativa.  O della necessità di proporre un modello di cultura autogestita, o ancora della bellezza di ballare nel rispetto del prossimo immergendosi in un luogo sicuro in cui spazio e tempo si mischiano in una bolla che oscilla seguendo un beat. Questo e tanto altro è stato Nautilus, autogestione della parte inutilizzata del polo Carmignani diventata poi occupazione dell'intera struttura a partire dall'orario di chiusura della stessa. Il percorso dei famigerati diffidati non si ferma: dopo la partecipatissima street anti-ordinanze #sederiliberi arriva un'altra forte risposta dalla comunità studentesca, determinata a dichiarare il proprio dissenso e a manifestare il disagio generato dall'accentuarsi della repressione che sperimenta sulla propria pelle tutti i giorni. Venerdì 9 novembre abbiamo ancora una volta fatto esperienza della forza e benessere che derivano da una collettività che si esprime e condivide la propria cultura, imponendo la propria libertà. Non ci sarà rettore, sindaco, vigilante, militare, carabiniere, poliziotto o qualsivoglia elemento dal cervello lavato che fermerà il nostro percorso. Senza perdere la leggerezza ovviamente, modificando un po' il titolo di un famoso libro. Idropulite quello che volete, noi c'abbiamo i sommergibili ;)",4,4,,,,,,,https://mbasic.facebook.com/eigen.lab.1?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001542199550%3A04611686018427387904%3A09223372036854775792%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001542199550%3A04611686018427387904%3A09223372036854775792%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBi0Ba8m-nHyYUR
eigenLab,2018-10-17,"PRANZO SOCIALE Grazie a tutti e tutte per aver partecipato al secondo appuntamento del pranzo sociale in casottino, ormai da mesi senza corrente. Momenti come questi sono molto importanti ed aggiungono un valore ad un spazio abbandonato dall'università e che per anni è stato arricchito e curato dagli studenti e dalle studentesse che lo hanno attraversato, anche solo per mangiare un panino tra una lezione ad un'altra.",9,8,,1,,,,,https://mbasic.facebook.com/eigen.lab.1?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001540284318%3A04611686018427387904%3A09223372036854775787%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001540284318%3A04611686018427387904%3A09223372036854775787%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBi0Ba8m-nHyYUR
eigenLab,2018-10-16,"PISA IN MOVIMENTO A colpi di ordinanze e diffide le politiche del comune e del rettorato sono molto chiare ma non sono mancate le risposte delle collettività studentesche e cittadine, come la street parade di venerdì scorso, che vogliono vivere gli spazi senza rischiare una denuncia per una assemblea, un evento culturale o per mangiare un panino. Pisa continua a muoversi e oggi ci sono due eventi molto importanti in città ed in univeristà: Assemblea sugli spazi universitari -- ore 16 -- Palazzo Ricci https://www.facebook.com/events/181683656077411/ Presidio a Pisa - NO al modello Salvini, Sì al modello Riace di Una città in comune -- ore 17:30 -- Logge di Banchi https://www.facebook.com/events/415326525664927/",9,9,,,,,,,https://mbasic.facebook.com/eigen.lab.1?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001540284318%3A04611686018427387904%3A09223372036854775787%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001540284318%3A04611686018427387904%3A09223372036854775787%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBi0Ba8m-nHyYUR
eigenLab,2018-10-15,"In allestimento il workshop sulla produzione #DIY di assorbenti (by NuclearChaos)! Siamo a Bologna, ospiti di @xm24  in occasione di /etc, Eclectic Tech Carnival ( https://eclectictechcarnival.org ), ""a gathering of people who critically use/study/share/improve everyday information technologies in the context of the free speech and open hardware movements."" secondo una prospettiva femminista #queer. #ETC #autoproduzioni #autoformazione",10,9,,1,,,,,https://mbasic.facebook.com/eigen.lab.1?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001540284318%3A04611686018427387904%3A09223372036854775787%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001540284318%3A04611686018427387904%3A09223372036854775787%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBi0Ba8m-nHyYUR
eigenLab,2018-10-16,"¨NO al modello Salvini, Sì al modello Riace¨ Oggi in tante e tanti al presidio di solidarietà per Mimmo Lucano e per il suo modello di accoglienza che tanto spaventa il ¨nostro¨ ministro dell´interno che continua a portare avanti politiche basate sull´odio, minacciando di trasferire quelli che ormai sono a tutti gli effetti abitanti del comune, o, per metterlo nelle parole di Ada Colau: ¨Secondo me è questo che fa paura: la dimostrazione concreta che un'altra Italia e un'altra Europa non solo sono possibili, ma sono anche migliori e ci danno una speranza per un futuro migliore¨",7,6,,1,,,,,https://mbasic.facebook.com/eigen.lab.1?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001540284318%3A04611686018427387904%3A09223372036854775787%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001540284318%3A04611686018427387904%3A09223372036854775787%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBi0Ba8m-nHyYUR
eigenLab,2018-10-24,"Grazie a tutti e tutte per aver partecipato al pranzo sociale in casottino.  Ormai la nostra situazione la conoscete già, ma non è solo di eigenLab che si parla, è una situazione che riguarda tutt, per questo vi invitiamo a seguire Corriere Del Diffidato per rimanere aggiornati, se ne volete una copia, passate pure:) Se il tempo lo permette ci vediamo mercoledì prossimo:)",10,10,,,,,,,https://mbasic.facebook.com/eigen.lab.1?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001542199550%3A04611686018427387904%3A09223372036854775792%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001542199550%3A04611686018427387904%3A09223372036854775792%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBi0Ba8m-nHyYUR
eigenLab,2018-11-14,"PRANZO SOCIALE Eccoci di nuovo, come ogni mercoledi con un sacco di buon cibo e le copie del Corriere Del Diffidato Siete tutti invitati! DIffidato chi legge!",24,21,,3,,,,,https://mbasic.facebook.com/eigen.lab.1?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001543500177%3A04611686018427387904%3A09223372036854775797%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001543500177%3A04611686018427387904%3A09223372036854775797%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBi0Ba8m-nHyYUR
eigenLab,2018-10-17,"PRANZO IN CASOTTINO Oggi a pranzo si mangia in casottino(https://www.openstreetmap.org/node/5311735651)! Ci sarà la pasta al pesto fatto con il basilico dell'eigenOrto, una zuppa, litri di caffè e una crostata con la marmellata fatta in casa! Siete tutt@ invitat@ per mangiare insieme e unire i vostri tupperware!",22,21,,1,,,,,https://mbasic.facebook.com/eigen.lab.1?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001540284318%3A04611686018427387904%3A09223372036854775787%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001540284318%3A04611686018427387904%3A09223372036854775787%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBi0Ba8m-nHyYUR
eigenLab,2018-11-18,"Sentiamo di dover utilizzare la nostra voce per esprimere solidarietà a Rocco, il signore col cane che oggi le forze dell'ordine hanno allontanato dal borgo. La nostra è una pagina di satira. Le nostre risate vogliono sempre riversarsi sui potenti, sui capi popolo, su quelli che ammantati di cariche istituzionali non portano onore al loro ruolo. Le nostre risate non sono e non saranno mai sulle spalle della povera gente, di chi in questo mondo ci sta con difficoltà, di chi non ha il culo parato e i santi in paradiso. Di chi non è nato al posto giusto. Per questo non possiamo risolvere questa storia in una risata. Ti mandiamo un abbraccio. Mandiamo un abbraccio a tutte le persone di buona volontà ancora rimaste, in attesa di tempi meno duri nelle nostre città. (Ringraziamo Riccardo per la foto e la testimonianza)",9,8,,,,,1,,https://mbasic.facebook.com/eigen.lab.1?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001543500177%3A04611686018427387904%3A09223372036854775797%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001543500177%3A04611686018427387904%3A09223372036854775797%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBi0Ba8m-nHyYUR
eigenLab,2018-10-12,Tanti corpi questa sera percorrono le strade di Pisa per opporti alle imbarazzanti ordinanze della Lega. Questa è una risposta alla domanda che non ci hanno mai rivolto: come vogliamo vivere la città? Chi risponde per noi sono i portavoci di una giunta che vede come assessore alla cultura uno stalker e dall'altra parte un rettore che ha dimenticato di stare dalla parte di studenti e studentesse non mancando di diffidarli/e e soffocando le loro attività.,22,22,,,,,,,https://mbasic.facebook.com/eigen.lab.1?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001539592214%3A04611686018427387904%3A09223372036854775782%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001539592214%3A04611686018427387904%3A09223372036854775782%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBi0Ba8m-nHyYUR
eigenLab,2018-10-10,"#NOSFRATTINOSFITTI Presidio sotto il comune per prendere parola sulle ultime mozioni della giunta Conti ( ma in completa sintonia con la linea di Filippeschi ) riguardanti il diritto alla città, alla casa che continuano a penalizzare ed emarginalizzare la popolazione e le famiglie in stato di povertà e anche la componente studentesca.",3,3,,,,,,,https://mbasic.facebook.com/eigen.lab.1?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001539592214%3A04611686018427387904%3A09223372036854775782%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001539592214%3A04611686018427387904%3A09223372036854775782%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBi0Ba8m-nHyYUR
eigenLab,2018-10-11,"STREET PARADE #SEDERILIBERI Da qualche giorno molti gesti quotidiani sono diventati sanzionabili in città e all'interno del suolo universitario, ovvero: sedersi sui gradini per mangiare un panino, sdraiarsi su una panchina, e tanto altro che potete trovare nelle fantastiche ordinanze della giunta Lega. È un vero e proprio ossimoro quello che troviamo scritto nelle ordinanze dove ai termini ""suolo pubblico"" sono affiancate espressioni come ""divieto di sostare"" etc.. Decidetevi, o è pubblico e quindi possiamo usufruirne oppure il comune di pisa e l'università sono diventate delle proprietà private e quindi tra poco dovremmo pagare anche il parcheggio per la bici. L' Università di Pisa è stata nominata tante volte, ma come al solito non ha preso una posizione e lascia che ordinanze del genere confluiscano nel proprio territorio senza dire una parola. Del resto nessuno si espresse anche in periodo di campagna elettorale, quando le destre dipingevano gli studenti e le studentesse come portatori di degrado. Come al solito salutiamo il rettore Paolo Mancarella e lo ringraziamo per essere sempre dalla parte dei suoi studenti e studentesse. Ci vediamo il 12 in Piazza della Pera alle 23.59 per sfilare in città e riprenderci ancora una volta con i nostri corpi la legittimità di esistere; di attraversare,occupare, ridefinire, migliorare, esplorare, condividere, allargare i nostri spazi. https://www.facebook.com/events/171919357029858/",27,23,,4,,,,,https://mbasic.facebook.com/eigen.lab.1?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001539592214%3A04611686018427387904%3A09223372036854775782%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001539592214%3A04611686018427387904%3A09223372036854775782%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBi0Ba8m-nHyYUR
eigenLab,2018-10-12,"UNA STREET PARADE PER VIVERE LA CITTÀ E ATTRAVERSARE L'UNIVERSITÀ Stiamo costruendo un movimento che guarda alla città e l'università per interrompere la deriva securitaria e repressiva della Lega e del rettore Paolo Mancarella. Non vogliamo più essere oggetto di campagne elettoriali denigratorie o di atti repressivi, ma vogliamo attraversare e vivere i nostri spazi per costruire sempre alternative dal basso, aperte e accessibili a tutta la comunità studentesca e cittadina. Questa sera ci riprendiamo la città, domani l'università! #SederiLiberi",12,12,,,,,,,https://mbasic.facebook.com/eigen.lab.1?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001539592214%3A04611686018427387904%3A09223372036854775782%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001539592214%3A04611686018427387904%3A09223372036854775782%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBi0Ba8m-nHyYUR
eigenLab,2018-10-10,"UNO SPAZIO ATTRAVERSATO È UNO SPAZIO LIBERO Nonostante l'onda di repressione capitanata dal magnifico rettore Mancarella, eigenLab ospita momenti di socialità come un pranzo ed una merenda tra una lezione ed un'altra. Vogliamo mandare un messaggio molto importante che gli spazi sono di chi li attraversa e noi vogliamo viverli così: insieme, apertamente e soprattutto liberamente.",48,45,,3,,,,,https://mbasic.facebook.com/eigen.lab.1?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001539188216%3A04611686018427387904%3A09223372036854775777%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001539188216%3A04611686018427387904%3A09223372036854775777%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBi0Ba8m-nHyYUR
eigenLab,2018-10-09,"NO SFRATTI! LA CASA È DI CHI L'ABITA Domani assemblea pubblica alle 17:30 in piazza XX Settembre (sotto il Comune), per parlare delle emergenze abitative e coordinare le nostre lotte. Case per tutt*! Sgomberi e sfratti per nessuno! #policepartoutjusticenullepart",7,7,,,,,,,https://mbasic.facebook.com/eigen.lab.1?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001539188216%3A04611686018427387904%3A09223372036854775777%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001539188216%3A04611686018427387904%3A09223372036854775777%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBi0Ba8m-nHyYUR
eigenLab,2018-10-05,"IN QUESTO MOMENTO: assemblea pubblica DIFFIDATA contro le DIFFIDE a Palazzo Ricci 🤟 Il rettore Mancarella ha deciso che deve essere diffidata anche l’assemblea che contesta le sue stupide diffide. Vista l’intensa attività gli consigliamo di mandare tutte le prossime diffide all’indirizzo ufficiale degli studenti da diffidare, creato appositamente per le utilissime mail del caro rettore™: diffideunipi@spam4.me https://mastodon.bida.im/@eigenlab/100844140387867512",34,29,3,2,,,,,https://mbasic.facebook.com/eigen.lab.1?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001538926824%3A04611686018427387904%3A09223372036854775772%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001538926824%3A04611686018427387904%3A09223372036854775772%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBi0Ba8m-nHyYUR
